버스정류장ARS번호,역명,주소,아침,점심,오후,저녁
3171,보성여중고입구,용산구,15715,5905,20544,14730
3173,남산체육관,용산구,4329,1810,5523,3240
3175,하얏트호텔,용산구,11282,4599,14203,8412
3177,용마루고개(서울자동차고등학교),용산구,4186,1188,3745,3392
3177,용마루고개.서울자동차고등학교,용산구,1824,372,932,435
3178,용마루고개.효창파크푸르지오아파트,용산구,4446,1261,2993,2422
3179,효창공원앞역,용산구,24851,9121,27306,19954
3181,용산꿈나무종합타운.보건분소,용산구,12868,5481,18165,14272
3183,문배동등기소앞,용산구,8413,2803,7642,4456
3183,원효로1동주민센터,용산구,1010,431,1203,564
3184,전쟁기념관,용산구,15979,6412,20102,13497
3186,녹사평역,용산구,15303,5729,18397,12246
3188,용산구청.이태원시장,용산구,12959,6291,20433,13387
3190,이태원역1번출구.해밀턴호텔,용산구,4188,2557,8007,6684
3191,이태원역4번출구.해밀턴호텔,용산구,6850,2906,10278,10108
3192,이태원119안전센터,용산구,11634,5186,16672,10357
3194,한남동새마을금고,용산구,6678,3999,12479,7048
3195,한남동주민센터,용산구,4764,3223,11822,7029
3196,한강진역.블루스퀘어,용산구,25098,6605,26616,16436
3198,서울역,용산구,4722,1542,6200,5949
3199,후암3거리,용산구,3762,1277,5189,4748
3200,후암시장,용산구,16218,4873,14556,9338
3202,용산중고,용산구,14278,4043,13057,6940
3204,후암동종점,용산구,6905,2584,7388,5430
3205,용산중고,용산구,7335,2319,7275,5905
3206,남영동주민센터,용산구,1700,608,2265,976
3208,남영우체국,용산구,8988,2336,7693,5378
3210,한남시범아파트,용산구,9660,2368,10483,5018
3212,한남동,용산구,24984,8493,31134,24985
3214,이촌동동부센트레빌,용산구,4130,1370,4404,2477
3215,이촌동두산위브트레지움.한강대우아파트,용산구,7176,2810,8861,5430
3216,이촌1동충신교회앞,용산구,7643,2951,7785,4206
3217,이촌동한가람아파트.이촌역,용산구,8978,3695,12662,8375
3218,이촌동한강맨션.이촌역,용산구,12101,3857,11979,6175
3219,신용산초등학교,용산구,13079,6629,19477,10978
3221,이촌동강촌아파트,용산구,8143,3099,10422,5817
3222,이촌동점보아파트,용산구,7464,2669,8215,5236
3223,이촌동현대아파트,용산구,9335,3648,11534,7094
3224,금강병원.반도아파트,용산구,6865,2720,7157,3780
3225,서빙고신동아아파트,용산구,14166,6025,17818,8538
3227,만리동고개,용산구,24594,6264,16606,13469
3228,손기정체육공원,용산구,10680,3245,8571,5261
3229,숙대입구역,용산구,6703,2575,10044,6887
3230,남영역,용산구,7751,2477,8093,5620
3231,숙명여대도서관앞,용산구,8870,4417,12243,8344
3233,숙명여대정문,용산구,8419,2947,6887,3433
3235,숙명여대후문.이봉창활동터,용산구,2791,981,3381,2679
3236,효창공원후문,용산구,2747,1092,4412,2116
3237,한겨레신문사입구,마포구,2272,846,3237,2368
3238,대한노인회,용산구,2967,1138,3751,2287
3239,효창운동장.효창동주민센터,용산구,3322,1417,4342,2308
3240,국민은행효창동지점,용산구,4077,1301,3665,2095
3241,서울금양초등학교.국민은행효창동지점,용산구,4275,1654,4721,1934
3242,효창공원역,용산구,4095,1129,4220,1679
3243,도원삼성래미안아파트,용산구,5974,1727,6131,4805
3245,중앙하이츠빌라앞,용산구,3403,1143,4109,2859
3247,용문시장,용산구,10370,4264,14701,7790
3249,용산전자상가입구,용산구,4623,1473,5301,3094
3251,신용산지하차도,용산구,8623,2367,8673,3473
3253,신용산역,용산구,12422,2080,8024,7608
3255,용산역,용산구,22094,7860,28549,20514
3256,용산푸르지오써밋,용산구,5198,2205,6802,3533
3258,용산역광장앞,용산구,6989,3562,11354,6696
3259,용산공고,용산구,5251,2100,5694,3078
3261,용산세무서,용산구,4396,1669,5253,2796
3263,이촌역,용산구,7236,2333,8260,4617
3265,국립중앙박물관용산가족공원,용산구,3238,1939,7256,2050
3267,서빙고역교차로,용산구,4042,1641,5405,2393
3268,서빙고초등학교,용산구,1491,327,769,402
3269,한강중학교,용산구,743,400,1748,975
3270,금호베스트빌앞,용산구,374,157,564,281
3272,서빙고동,용산구,3382,986,4413,3372
3273,서빙고동주민센터,용산구,3904,1250,3563,1834
3274,동빙고동,용산구,14740,4849,14162,8530
3276,보광신동아아파트삼성리버빌아파트,용산구,6930,2325,6606,4965
3277,보광동신동아아파트,용산구,16715,5943,19720,12247
3278,보광동주민센터,용산구,13729,4373,13620,6704
3279,기업은행보광동지점,용산구,35503,11775,35509,21928
3281,한국폴리텍1대학,용산구,29308,9734,30011,19093
3283,이태원역.보광동입구,용산구,29370,11117,36117,25650
3285,한남역.용산노인종합복지관,용산구,22834,6802,21119,13682
3287,이촌119안전센터.성촌공원,용산구,1163,317,1180,1016
3288,성촌공원.포르쉐센터용산,용산구,6601,1748,6296,4300
3290,이촌2동주민센터,용산구,9553,2624,8842,6395
3292,이촌2동대림아파트.새남터성지,용산구,11258,3658,11461,7600
3294,서부이촌동입구,용산구,4317,1979,7023,6637
3295,이촌2동강변아파트,용산구,9977,2452,6675,3588
3296,원효2동산호아파트후문,용산구,1058,167,698,769
3297,청암동강변삼성아파트,용산구,13313,3488,12830,8101
3299,원효2동산호아파트,용산구,13960,3726,14390,8390
3301,원효로풍전아파트,용산구,12365,3253,15386,8167
3303,원효풍전아파트,용산구,1059,226,945,311
3304,원효2동주민센터,용산구,6813,1538,5526,3249
3305,산천동리버힐삼성아파트,용산구,2646,802,3602,2369
3306,산천동,용산구,4192,1125,3634,2081
3308,신창동세방아파트,용산구,3802,1056,3550,3525
3310,남이장군사당,용산구,1775,467,1361,1258
3312,새마을금고,용산구,4937,1943,6341,3814
3319,순천향병원입구,용산구,5681,2411,7976,7036
3320,남산서울타워,용산구,5711,7918,29200,15797
3321,청심경로당,용산구,735,236,928,297
3322,삼성테마트,용산구,586,175,597,505
3323,서빙고동금호베스트빌,용산구,661,177,468,181
3324,한남동하이페리온,용산구,3660,1248,4285,3859
3325,서빙고역1번출구,용산구,3910,1610,5521,3377
3326,문배동이안아파트앞,용산구,1232,325,1499,731
3327,갈월동4호선숙대입구,용산구,10782,2856,11179,7460
3328,삼각지역11번출구,용산구,5827,2143,7445,6700
3330,숙대입구,용산구,1534,484,1877,1242
3331,원효대교북단,용산구,5657,1245,5837,2733
3332,문배동이안아파트앞,용산구,3034,897,2943,1934
3334,순천향병원입구,용산구,8226,2443,8307,4976
3335,숙명여대입구,용산구,1610,559,1777,1240
3336,서빙고초등학교,용산구,309,302,696,371
3338,한강대교전망카페,용산구,965,421,1343,889
3340,노들섬,용산구,19530,8819,37220,26343
3342,용암초등학교.이태원2동주민센터,용산구,3122,1600,5261,3469
14336,용마루고개.브라운스톤공덕아파트,용산구,2115,652,2247,2617
3344,효창공원삼거리.윤봉길의사등묘역,용산구,3085,681,1557,900
3689,청암자이아파트,용산구,130,60,129,60
3345,서울역공항철도4번출구.국립극단,용산구,2537,962,3385,2131
3345,서울역공항철도15번출구.국립극단,용산구,1324,460,1646,780
3346,용산꿈나무종합타운,용산구,15740,4499,15631,9239
3347,남산도서관,용산구,2229,1725,6567,2987
3517,해방촌오거리,용산구,8382,3207,12842,8629
3516,시장,용산구,2019,766,2229,1205
3515,신애교회,마포구,1265,515,1714,1630
3513,남산교회입구,용산구,3789,1260,3587,2131
3510,우리들가정의원,용산구,3041,1132,3756,2487
3509,디지텍고등학교앞,용산구,3758,850,2638,1273
3506,용암한신아파트,용산구,1726,556,1436,1021
3502,순천향병원,용산구,3105,1181,3620,1808
3500,하얏트호텔,용산구,6519,2830,7455,3767
3565,숙대역5번출구,용산구,7499,3289,11423,9508
3564,KT용산지점,용산구,3209,1027,2700,1394
3563,보광교회,용산구,437,202,498,370
3561,신용산역,용산구,7034,2030,6346,3479
3560,리버힐빌라앞,용산구,595,296,873,523
3557,도깨비시장,용산구,2278,1101,3947,2464
3553,영동김밥,용산구,591,257,943,555
3552,문배어린이공원,용산구,6198,1523,5508,2853
3549,수미용실,용산구,500,169,736,525
3546,용문동시장.새마을금고,용산구,1501,1239,4254,1407
3545,보광초등학교,용산구,408,148,479,296
3544,원효우체국,용산구,497,205,516,243
3542,보광동삼거리,용산구,818,441,2135,1338
3541,숙대역7번출구,용산구,12433,3554,11315,6535
3540,용산경찰서,용산구,867,410,742,435
3536,갈월동사회복지회관,용산구,5440,1476,4446,1878
3534,효창공원앞역.이봉창역사울림관,용산구,2350,601,1799,853
3532,용산고등학교,용산구,3495,1109,4452,1652
3525,큰빛의집앞,용산구,2308,604,1655,927
3523,원효사.백범김구기념관,용산구,905,345,914,710
3522,군인아파트,용산구,1069,510,1929,1022
3521,신흥교회앞,용산구,3799,1089,2973,1478
3519,대한노인회중앙회,용산구,2086,683,2419,2387
3598,청파초등학교,용산구,2971,1172,4144,3017
3597,배문중고등학교,용산구,2639,1111,5631,3544
3596,만리시장입구,용산구,3107,1608,5824,3441
3593,한신아파트,용산구,3953,895,2715,1325
3592,용암경로당입구,용산구,2596,792,1941,1028
3591,용암한신아파트,용산구,1176,576,1467,836
3590,우리들가정의원,용산구,2666,957,2739,2052
3589,남산교회입구,용산구,2419,660,2234,1524
3588,해방촌오거리,용산구,10301,4102,14373,10228
3586,신흥교회앞,용산구,3283,1207,4064,2732
3584,큰빛의집앞,용산구,1778,759,2072,1871
3583,디지텍고등학교앞,용산구,5058,1151,3602,3294
3582,후암동종점,용산구,4630,1779,6444,4997
3581,성도약국,용산구,1936,911,2657,1707
3580,용산고,용산구,3454,858,3417,2161
3577,후암동주민센터앞,용산구,2825,787,2238,1352
3574,후암시장,용산구,4193,1472,5475,4206
3573,녹사평역.용산구청,용산구,8533,2847,9640,6352
3572,이태원역앞,용산구,2214,563,1225,420
3571,동자경로당,용산구,1981,880,3010,2232
3569,보광초등학교후문앞,용산구,389,117,296,65
3567,삼각지역,용산구,2940,776,2121,1389
3566,이슬람사원,용산구,306,158,409,140
3700,만리시장입구,용산구,2690,903,3014,1955
3699,배문중고교,용산구,3204,885,3061,2128
3688,청파초등학교,용산구,3930,1632,6647,6701
3529,후암동종점,용산구,10623,2721,7867,3733
3524,녹사평역,용산구,2806,913,3274,1730
3501,한신아파트,용산구,5291,2581,10291,9032
3503,용암경로당입구,용산구,1761,653,1835,1145
3568,갈월동,용산구,930,315,988,478
3508,효창공원후문,용산구,2902,1194,3914,3547
3543,중앙하이츠빌라,용산구,372,147,407,178
3550,용문동주민센터,용산구,331,172,970,410
3526,몬드리안서울이태원,용산구,544,215,683,233
3530,크라운호텔,용산구,1002,541,1856,1294
3533,외빈차고,용산구,314,128,521,242
3537,청화아파트,용산구,344,190,803,404
3505,가야랑앞,용산구,1267,389,1316,735
3512,성도약국,용산구,2414,766,2162,990
3579,대성교회,용산구,1511,606,1971,1290
3585,가야랑앞,용산구,1282,434,1234,1169
3504,한남오거리,용산구,591,384,1688,1266
3578,제일기획,용산구,152,71,206,74
3518,보광동주민센터,용산구,1651,808,2608,599
3742,한남동주민센터,용산구,514,199,452,172
3744,용산e편한세상,용산구,1557,503,1284,761
3743,용산CJ나인파크.오리온앞,용산구,385,140,423,205
3594,갑을빌딩,용산구,1953,649,2511,1516
3709,청암자이아파트,용산구,821,427,1687,1755
3595,리버힐삼성아파트후문,용산구,1313,222,753,256
3737,도원삼성래미안아파트단지내,용산구,3575,1498,5645,3912
3754,필리핀대사관,용산구,1459,551,1337,778
3520,도원삼성래미안아파트101동앞,용산구,785,308,1019,597
4001,답십리역사거리,성동구,23827,8092,26818,19408
4002,청년회의소.서울새활용플라자,성동구,27335,7754,26948,15882
4003,장한평역,성동구,28633,9945,34484,22149
4101,상왕십리역,성동구,37738,11860,36516,23693
4103,왕십리센트라스아파트,중구,14282,3962,11671,8008
4104,왕십리교회,성동구,4813,1891,6340,5707
4106,청계벽산아파트.텐즈힐아파트,성동구,9293,2750,10700,8329
4107,텐즈힐아파트.청계벽산아파트,성동구,17249,3848,10611,5032
4108,왕십리도선동주민센터,성동구,1982,784,2374,1940
4109,왕십리2동주민센터,성동구,10216,4905,14854,11354
4110,코스모타워.서울신용보증재단성동지점,성동구,14557,5131,14957,9516
4111,성동구청,성동구,44322,15005,56409,43918
4113,상왕십리역,성동구,13405,3564,14330,14613
4114,상왕십리역.센트라스아파트,성동구,13215,3358,9839,5501
4116,마장동주민센터,성동구,5313,1139,3234,1532
4117,마장역,성동구,4552,1733,6865,5883
4118,성동노인복지관,성동구,4862,1219,2932,1072
4119,마장축산물시장,성동구,38879,12515,39747,22551
4121,도선사거리,성동구,26722,7578,23580,15764
4123,마장동금호아파트,성동구,7469,1996,5611,2499
4125,한양대부속고등학교,성동구,7927,3181,12854,10147
4127,한양대앞.한양시장,성동구,2159,1256,4802,4269
4128,한양대앞,성동구,1775,1080,2933,2415
4129,한양대정문,성동구,13047,4211,12557,8693
4130,한양대정문앞,성동구,13745,4645,16669,9867
4131,무학여고앞,성동구,14926,5985,20468,14136
4132,무학여고,성동구,28144,10332,29408,18742
4133,왕십리역,성동구,19983,8514,29181,17962
4136,행당1동주민센터.성동소방서,성동구,6446,2243,6931,5001
4137,서울숲삼부아파트,성동구,6732,2568,8477,5153
4138,응봉동주민센터,성동구,11394,3755,12922,9188
4140,응봉사거리,성동구,19472,6123,23184,19908
4141,응봉동현대아파트,성동구,19737,5674,18354,13473
4143,대경중입구,성동구,520,328,1014,1052
4143,대현산배수지공원입구,성동구,1939,556,1499,656
4145,신금호역,성동구,10119,3597,11786,7247
4147,금호고등학교,성동구,2752,816,2399,1365
4148,금호고등학교.금호자이1차아파트입구,성동구,1084,458,1825,1204
4149,금호동벽산아파트,성동구,5069,2035,6865,5311
4150,래미안하이리버아파트,성동구,4573,1613,5391,3258
4151,금호사거리,성동구,7586,3597,10955,6856
4153,금남시장앞.백범학원터,성동구,31654,13678,43227,22567
4155,금호역,성동구,15806,5577,17648,16783
4157,금옥초등학교앞,성동구,14118,4945,15664,10333
4159,삼성래미안아파트앞,성동구,13538,4970,15942,11812
4161,옥수삼성아파트.래미안옥수리버젠,성동구,15921,5899,18027,12366
4163,미타사입구,성동구,1415,599,2327,1868
4164,래미안옥수리버젠.옥수중앙교회,성동구,2833,1209,3459,2108
4168,옥수동종점,성동구,3830,1439,4583,1938
4169,옥정중학교입구,성동구,18975,6371,19831,11793
4171,성수1가1동새마을금고,성동구,2787,1039,4357,4699
4172,성수1가새마을금고,성동구,6089,1298,3291,1695
4173,천주교성수동성당앞,성동구,7601,2553,8089,6090
4175,뚝도아리수정수센터수도박물관,성동구,6563,2092,7025,3381
4177,서울숲,성동구,18708,5645,24459,15824
4179,성동구민종합체육센터,성동구,12264,6159,21162,11816
4181,성수공고앞,성동구,6231,2165,6843,3817
4183,경일초등학교입구,성동구,1514,573,2029,936
